Material_Number,Material_Description,Material_Group,Material_Group_Desc,Material_Type,Base_UoM,Created_Date,Created_By,Plant,Industry_Sector,Deletion_Flag,HSN_SAC_Code,Classification,Standard_Price
M7327627,COKING COAL IMPORTED AUS PREMIUM — Var 10,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,04-09-2022,USER007,BPS,M,,93590059,B,12498.03
M8392834,BEARING MECHANICAL SPARE TIMKEN — Var 11,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,16-04-2021,USER011,BPS,M,,81846754,C,461410.64
M4066356,STATIONERY OFFICE SUPPLIES — Var 1,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,20-05-2020,USER005,DOL,M,,90851194,A,339313.53
M5310479,QUARTZITE BLAST FURNACE — Var 11,1010007,QUARTZITE BLAST FURNACE,HALB,KG,15-02-2022,USER009,BPS,M,,92208639,C,214695.41
M3590917,PUMP CENTRIFUGAL 5HP — Var 3,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,29-05-2019,USER009,ANG,M,,96880431,C,184147.99
M2877034,IRON ORE LUMPS MARKET — Var 4,1010003,IRON ORE LUMPS MARKET,ROH,TON,28-04-2022,USER003,,M,,88411245,A,487418.74
M4862987,HYDRAULIC OIL ISO 68 — Var 1,3030204,HYDRAULIC OIL ISO 68,HALB,KG,20-05-2021,USER011,VSP,M,,83299349,C,392884.77
M9897658,TONER CARTRIDGE LASER — Var 1,3030214,TONER CARTRIDGE LASER,HALB,KG,29-01-2024,USER006,KLN,M,,96943959,C,295277.1
M6752602,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,07-03-2024,USER006,VSP,M,,77827189,C,375279.78
M5333835,WELDING ELECTRODE E7018 — Var 9,3030215,WELDING ELECTRODE E7018,HALB,KG,13-02-2024,USER012,,M,,83362211,C,407331.53
M6898080,LIMESTONE LUMPS BLAST FURNACE — Var 8,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,01-08-2021,USER007,KLN,M,,88331624,B,410333.05
M2353460,SECURITY CONTRACT PLANT — Var 5,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,31-01-2020,USER008,,M,,84453937,A,319304.57
M8183889,HOUSEKEEPING SERVICES MONTHLY — Var 6,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,08-10-2022,USER009,JSR,M,,94832519,B,369747.84
M1436348,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,01-02-2024,USER008,,M,,96897575,C,306929.8
M2912437,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,21-12-2022,USER001,ANG,M,,87509735,C,383270.95
M4128760,HYDRAULIC HOSE INDUSTRIAL — Var 1,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,06-04-2023,USER010,BPS,M,,73902439,A,359883.83
M8021431,WELDING ELECTRODE E7018 — Var 2,3030215,WELDING ELECTRODE E7018,HALB,KG,14-11-2021,USER011,JSR,M,,89328039,C,482344.37
M6512314,COAL THERMAL GRADE A 5K — Var 4,1010001,COAL THERMAL GRADE A 5K,ROH,TON,17-10-2023,USER001,DOL,M,,92561601,C,225252.96
M1919404,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,15-04-2022,USER012,,M,X,85732288,C,174289.89
M7182020,STATIONERY OFFICE SUPPLIES — Var 6,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,18-02-2021,USER008,VSP,M,,96024544,C,52710.48
M5468663,HYDRAULIC OIL ISO 68 — Var 10,3030204,HYDRAULIC OIL ISO 68,HALB,KG,31-01-2021,USER002,DOL,M,,75786638,A,267612.43
M6828307,STATIONERY OFFICE SUPPLIES — Var 10,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,23-03-2021,USER012,KLN,M,,74026243,B,122900.27
M7462439,BEARING MECHANICAL SPARE SKF — Var 8,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,25-06-2019,USER006,BPS,M,,91253289,C,465.72
M1854613,VALVE PNEUMATIC ACTUATOR — Var 1,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,29-03-2019,USER006,BPS,M,,80842999,A,316192.03
M6466151,STATIONERY OFFICE SUPPLIES — Var 7,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,15-10-2022,USER007,,M,,87453121,C,73342.61
M3775016,COAL THERMAL GRADE A 5K — Var 3,1010001,COAL THERMAL GRADE A 5K,ROH,TON,21-12-2021,USER009,VSP,M,,98361097,B,294408.51
M2141661,VALVE PNEUMATIC ACTUATOR — Var 8,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,11-01-2020,USER004,JSR,M,,87076751,B,363815.04
M7851610,SECURITY CONTRACT PLANT — Var 5,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,16-08-2020,USER003,,M,,74131262,C,473756.37
M4634936,BACKUP ROLL FORGED — Var 12,2020111,BACKUP ROLL FORGED,ROH,TON,24-03-2022,USER012,,M,X,88694665,B,59158.37
M6461562,STATIONERY OFFICE SUPPLIES — Var 8,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,09-10-2023,USER002,BPS,M,,93979634,C,36596.33
M5324302,BEARING MECHANICAL SPARE TIMKEN — Var 1,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,04-07-2019,USER010,DOL,M,,87314316,A,325851.18
M7180641,PELLET FEED IRON ORE — Var 12,1010008,PELLET FEED IRON ORE,ROH,TON,18-06-2019,USER010,,M,,81335686,C,358383.2
M8871957,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,20-12-2021,USER005,KLN,M,,85218299,C,138621.81
M4538311,CONVEYOR BELT INDUSTRIAL — Var 4,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,20-09-2021,USER009,KLN,M,,83542460,A,21761.64
M9930343,IRON ORE FINES OPEN MARKET — Var 10,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,01-01-2020,USER004,,M,,92114671,A,113443.18
M5193644,SECURITY CONTRACT PLANT — Var 7,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,14-10-2023,USER008,VSP,M,,96460673,C,332741.84
M5409130,SCRAP HEAVY MELT — Var 6,1010009,SCRAP HEAVY MELT,HALB,KG,08-12-2022,USER011,ANG,M,,97162537,C,207874.65
M7879261,GREASE INDUSTRIAL EP2 — Var 7,3030205,GREASE INDUSTRIAL EP2,HALB,KG,16-06-2022,USER003,KLN,M,X,90813452,A,464258.84
M3822193,BEARING MECHANICAL SPARE SKF — Var 10,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,10-08-2021,USER010,,M,,97760500,B,365371.42
M9419884,LIMESTONE LUMPS BLAST FURNACE — Var 3,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,15-10-2020,USER001,ANG,M,,88228079,C,185958.43
M4807527,SUBMERGED ENTRY NOZZLE — Var 6,2020105,SUBMERGED ENTRY NOZZLE,HALB,KG,15-07-2023,USER006,KLN,M,,83548584,A,352238.79
M6777319,VALVE PNEUMATIC ACTUATOR — Var 8,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,18-03-2019,USER003,,M,,92542306,C,144081.58
M8501689,BEARING MECHANICAL SPARE TIMKEN — Var 3,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,18-06-2019,USER003,KLN,M,,79626127,B,308015.64
M8434965,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,18-03-2021,USER001,BPS,M,,90074333,B,243160.97
M8150871,FERRO MANGANESE Mn78 — Var 1,1010010,FERRO MANGANESE Mn78,HALB,KG,29-07-2019,USER010,,M,,92664437,A,309725.74
M7546395,LUBRICATION OIL TURBINE — Var 3,3030206,LUBRICATION OIL TURBINE,HALB,KG,29-10-2022,USER011,DOL,M,,93032179,C,214324.46
M7612845,LIMESTONE LUMPS BLAST FURNACE — Var 4,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,20-12-2019,USER007,ANG,M,,87773290,A,495572.86
M1405604,FERRO MANGANESE Mn78 — Var 11,1010010,FERRO MANGANESE Mn78,HALB,KG,01-09-2019,USER011,BPS,M,,80278899,C,39873.58
M4055480,STATIONERY OFFICE SUPPLIES — Var 7,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,19-11-2020,USER011,DOL,M,,99736235,C,394803.7
M6077585,BEARING MECHANICAL SPARE SKF — Var 4,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,26-05-2022,USER005,BPS,M,,89958739,C,156588.14
M8334442,HYDRAULIC OIL ISO 68 — Var 10,3030204,HYDRAULIC OIL ISO 68,HALB,KG,26-05-2023,USER007,DOL,M,X,95353281,B,430162.11
M8247194,WELDING ELECTRODE E7018 — Var 4,3030215,WELDING ELECTRODE E7018,HALB,KG,09-05-2023,USER008,,M,,72327538,B,250086.62
M8041150,IRON ORE FINES OPEN MARKET — Var 10,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,29-11-2021,USER006,,M,,77957968,C,351635.68
M4892959,GREASE INDUSTRIAL EP2 — Var 2,3030205,GREASE INDUSTRIAL EP2,HALB,KG,16-05-2023,USER004,,M,,85136372,B,466106.22
M8299141,HYDRAULIC HOSE INDUSTRIAL — Var 4,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,21-04-2021,USER011,BPS,M,,96958181,B,485804.38
M4847593,IRON ORE LUMPS MARKET — Var 8,1010003,IRON ORE LUMPS MARKET,ROH,TON,30-06-2023,USER007,VSP,M,,86183152,C,275729.18
M9116623,GREASE INDUSTRIAL EP2 — Var 9,3030205,GREASE INDUSTRIAL EP2,HALB,KG,06-02-2019,USER005,DOL,M,,98755837,B,370933.68
M8952764,SECURITY CONTRACT PLANT — Var 8,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,07-11-2020,USER004,,M,,78317424,C,114062.05
M4058476,STATIONERY OFFICE SUPPLIES — Var 4,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,12-04-2024,USER010,,M,,83376192,C,458539.27
M2821195,PPE HELMET SAFETY — Var 2,3030211,PPE HELMET SAFETY,HALB,KG,14-07-2022,USER001,KLN,M,,99018080,C,464097.03
M6004007,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,17-05-2024,USER004,ANG,M,,73537353,C,253267.14
M3208690,IRON ORE LUMPS MARKET — Var 6,1010003,IRON ORE LUMPS MARKET,ROH,TON,17-06-2020,USER002,,M,,92897031,C,458265.76
M7141890,LUBRICATION OIL TURBINE — Var 4,3030206,LUBRICATION OIL TURBINE,HALB,KG,18-05-2023,USER003,,M,,79337153,A,25081.87
M6506144,VALVE PNEUMATIC ACTUATOR — Var 7,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,18-01-2021,USER010,BPS,M,,84106896,B,102016.62
M6141727,CONTRACT LABOUR PLANT MAINTENANCE — Var 9,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,25-04-2020,USER004,ANG,M,,90694582,A,161271.96
M5242516,BEARING MECHANICAL SPARE TIMKEN — Var 9,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,19-09-2020,USER001,VSP,M,,77825653,B,344171.28
M8531380,COAL THERMAL GRADE A 5K — Var 4,1010001,COAL THERMAL GRADE A 5K,ROH,TON,22-08-2021,USER008,BPS,M,,95974735,C,188758.6
M5820950,PPE HELMET SAFETY — Var 9,3030211,PPE HELMET SAFETY,HALB,KG,10-05-2021,USER002,VSP,M,,88578490,A,121767.51
M4612279,IRON ORE LUMPS MARKET — Var 12,1010003,IRON ORE LUMPS MARKET,ROH,TON,17-03-2022,USER010,KLN,M,,81409503,B,298167.55
M1942280,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,12-03-2019,USER001,,M,,80572602,B,281899.2
M2969867,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,20-02-2020,USER002,VSP,M,,72541122,C,478570.9
M7641577,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,25-03-2021,USER002,BPS,M,,84497298,B,158987.87
M9111581,TRANSPORT INPLANT — Var 11,4040304,TRANSPORT INPLANT,ANLZ,EA,18-01-2022,USER005,,M,,77739147,B,268884.03
M5311635,VALVE PNEUMATIC ACTUATOR — Var 10,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,20-11-2020,USER010,JSR,M,,98741056,A,215273.16
M3313600,STATIONERY OFFICE SUPPLIES — Var 6,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-01-2024,USER002,BPS,M,,82178996,C,159730.06
M4322957,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,07-01-2021,USER009,,M,,85749293,A,493943.57
M4617084,VALVE PNEUMATIC ACTUATOR — Var 11,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,06-09-2023,USER011,KLN,M,,79428590,C,288470.31
M6424574,IRON ORE FINES OPEN MARKET — Var 7,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,18-08-2022,USER002,ANG,M,,78801424,C,225537.33
M7513276,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,22-01-2024,USER006,,M,,94270798,B,334161.37
M3481234,SUBMERGED ENTRY NOZZLE — Var 4,2020105,SUBMERGED ENTRY NOZZLE,HALB,KG,10-05-2022,USER007,JSR,M,,80261975,C,76569.1
M2925837,PUMP CENTRIFUGAL 5HP — Var 7,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,20-10-2020,USER005,,M,,81740571,C,230850.0
M6879288,FERRO SILICON FeSi75 — Var 8,1010012,FERRO SILICON FeSi75,HALB,KG,19-04-2022,USER011,,M,,75127335,C,381865.16
M2316755,POWER PLANT TURBINE COMPONENT — Var 2,5050402,POWER PLANT TURBINE COMPONENT,ANLZ,EA,19-12-2019,USER009,DOL,M,,88505375,A,102816.13
M1293029,HOUSEKEEPING SERVICES MONTHLY — Var 1,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,17-03-2022,USER001,,M,,95428941,B,147659.7
M6497479,HYDRAULIC OIL ISO 68 — Var 4,3030204,HYDRAULIC OIL ISO 68,HALB,KG,15-07-2022,USER008,VSP,M,,91835136,B,338242.12
M4124508,SECURITY CONTRACT PLANT — Var 11,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,18-05-2023,USER012,JSR,M,,94696254,C,39619.22
M7795921,IRON ORE LUMPS MARKET — Var 2,1010003,IRON ORE LUMPS MARKET,ROH,TON,06-01-2024,USER006,ANG,M,,87288607,C,479190.86
M5003592,COKING COAL IMPORTED AUS PREMIUM — Var 4,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,23-09-2020,USER005,JSR,M,,85735400,A,157332.22
M3485804,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,03-08-2019,USER011,JSR,M,,82877211,B,230781.09
M5485857,SCRAP HEAVY MELT — Var 10,1010009,SCRAP HEAVY MELT,HALB,KG,27-02-2022,USER006,,M,,78097510,C,333212.07
M4534637,TRANSPORT INPLANT — Var 11,4040304,TRANSPORT INPLANT,ANLZ,EA,09-12-2021,USER005,,M,,99860685,B,360774.73
M7917683,INSTRUMENTATION SENSOR PRESSURE — Var 5,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,19-07-2020,USER011,KLN,M,,80130734,C,109246.83
M2017878,PPE HELMET SAFETY — Var 7,3030211,PPE HELMET SAFETY,HALB,KG,11-02-2022,USER008,,M,,91866541,B,44911.76
M3815562,HYDRAULIC HOSE INDUSTRIAL — Var 7,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,19-04-2019,USER005,,M,,93402964,C,269780.02
M6454673,HYDRAULIC HOSE INDUSTRIAL — Var 11,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,23-12-2019,USER008,BPS,M,,85991290,B,265266.08
M4410466,IRON ORE LUMPS MARKET — Var 3,1010003,IRON ORE LUMPS MARKET,ROH,TON,01-02-2020,USER008,VSP,M,,98690469,C,48196.65
M7510374,INSTRUMENTATION SENSOR PRESSURE — Var 5,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,11-05-2023,USER009,ANG,M,,98452633,C,496250.42
M8743566,BEARING MECHANICAL SPARE SKF — Var 5,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,19-06-2019,USER009,,M,,88099494,B,386070.56
M7810914,STATIONERY OFFICE SUPPLIES — Var 1,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-10-2021,USER011,VSP,M,,88038016,A,396091.32
M8850307,HYDRAULIC OIL ISO 68 — Var 2,3030204,HYDRAULIC OIL ISO 68,HALB,KG,09-01-2021,USER001,KLN,M,,78020143,B,468427.41
M7233674,BEARING MECHANICAL SPARE SKF — Var 11,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,18-07-2023,USER004,BPS,M,,74828023,B,393604.45
M1223738,SECURITY CONTRACT PLANT — Var 12,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,24-03-2024,USER002,BPS,M,,75474895,C,271623.73
M7996556,REFRACTORY MORTAR — Var 2,2020103,REFRACTORY MORTAR,HALB,KG,08-03-2021,USER009,,M,,89397862,C,473007.42
M3604189,STATIONERY OFFICE SUPPLIES — Var 10,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,13-10-2022,USER012,VSP,M,,76376090,A,105115.87
M2849617,STATIONERY OFFICE SUPPLIES — Var 1,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,25-08-2019,USER009,BPS,M,,75068163,C,378327.47
M6448939,HYDRAULIC OIL ISO 68 — Var 11,3030204,HYDRAULIC OIL ISO 68,HALB,KG,01-09-2023,USER006,,M,,80991361,C,192984.01
M8178588,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,13-12-2019,USER004,,M,,81423638,B,340526.36
M8352697,SCRAP HEAVY MELT — Var 10,1010009,SCRAP HEAVY MELT,HALB,KG,06-11-2022,USER008,,M,,80731960,A,80122.56
M4647992,COKING COAL IMPORTED AUS PREMIUM — Var 6,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,25-01-2021,USER008,,M,,76620219,B,449447.22
M7183073,HYDRAULIC OIL ISO 68 — Var 7,3030204,HYDRAULIC OIL ISO 68,HALB,KG,11-06-2023,USER006,,M,,80955622,A,222184.39
M8453580,ANNUAL MAINTENANCE CONTRACT CRANE — Var 2,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,18-09-2021,USER008,BPS,M,,78018415,A,65553.15
M6889759,HYDRAULIC HOSE INDUSTRIAL — Var 4,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,18-12-2020,USER009,,M,,87006646,A,77847.93
M9868775,HYDRAULIC OIL ISO 68 — Var 10,3030204,HYDRAULIC OIL ISO 68,HALB,KG,14-03-2020,USER007,DOL,M,,96429323,C,63620.45
M4891760,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,24-04-2023,USER008,BPS,M,,73008070,C,355983.72
M4594713,VALVE PNEUMATIC ACTUATOR — Var 11,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,11-12-2021,USER006,VSP,M,,84610446,B,276619.88
M1023281,HYDRAULIC OIL ISO 68 — Var 3,3030204,HYDRAULIC OIL ISO 68,HALB,KG,29-06-2022,USER007,ANG,M,,85191471,A,266805.42
M5908655,PPE SAFETY BOOTS — Var 9,3030212,PPE SAFETY BOOTS,HALB,KG,26-06-2020,USER006,,M,,74169294,A,184852.37
M5313135,SILICO MANGANESE SiMn70 — Var 7,1010011,SILICO MANGANESE SiMn70,HALB,KG,21-02-2022,USER011,ANG,M,,90856310,A,107194.38
M6339847,DOLOMITE LUMPS — Var 4,1010006,DOLOMITE LUMPS,HALB,KG,10-11-2019,USER001,,M,,97766841,A,254548.16
M1691125,COAL THERMAL GRADE A 5K — Var 6,1010001,COAL THERMAL GRADE A 5K,ROH,TON,09-05-2021,USER009,BPS,M,,72944431,C,376898.97
M1582187,PELLET FEED IRON ORE — Var 9,1010008,PELLET FEED IRON ORE,ROH,TON,28-04-2024,USER009,ANG,M,,84968923,C,359892.28
M2927478,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,28-07-2021,USER006,DOL,M,,98744674,A,164676.57
M3836950,VALVE PNEUMATIC ACTUATOR — Var 3,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,29-05-2021,USER007,DOL,M,,81521184,B,241955.38
M7242816,REFRACTORY MORTAR — Var 9,2020103,REFRACTORY MORTAR,HALB,KG,30-07-2022,USER010,,M,,97376959,C,369521.74
M1582729,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,11-12-2023,USER008,KLN,M,,82070875,C,182546.57
M8625045,NITROGEN GAS LIQUID — Var 10,1010015,NITROGEN GAS LIQUID,HALB,KG,04-07-2023,USER007,KLN,M,,92213378,C,265634.65
M8434489,FERRO MANGANESE Mn78 — Var 7,1010010,FERRO MANGANESE Mn78,HALB,KG,17-11-2023,USER010,,M,,74722318,C,164465.32
M7989240,WELDING ELECTRODE E7018 — Var 12,3030215,WELDING ELECTRODE E7018,HALB,KG,11-03-2024,USER005,VSP,M,,90935943,B,84752.28
M9611521,COKING COAL IMPORTED AUS PREMIUM — Var 7,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,05-05-2020,USER001,VSP,M,,82890910,C,55395.61
M2579967,PPE SAFETY BOOTS — Var 9,3030212,PPE SAFETY BOOTS,HALB,KG,07-02-2020,USER010,,M,,77091672,A,220256.48
M1051224,IRON ORE LUMPS MARKET — Var 12,1010003,IRON ORE LUMPS MARKET,ROH,TON,01-03-2023,USER010,,M,,90384393,B,439165.16
M6462130,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,17-11-2020,USER008,,M,,99424630,C,379269.61
M8162390,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,15-06-2023,USER003,JSR,M,,74704001,B,5227.48
M2310325,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,15-12-2020,USER001,,M,,87926108,B,9314.78
M5796829,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,24-05-2024,USER003,VSP,M,,90867903,B,498683.18
M7209329,HYDRAULIC HOSE INDUSTRIAL — Var 7,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,04-06-2024,USER007,,M,,72469586,A,406537.69
M5489186,WELDING ELECTRODE E7018 — Var 3,3030215,WELDING ELECTRODE E7018,HALB,KG,27-02-2023,USER010,BPS,M,,80465298,B,138002.59
M8141809,TONER CARTRIDGE LASER — Var 5,3030214,TONER CARTRIDGE LASER,HALB,KG,18-06-2023,USER009,,M,,74157433,A,96742.12
M8828335,FERRO SILICON FeSi75 — Var 5,1010012,FERRO SILICON FeSi75,HALB,KG,29-09-2020,USER006,KLN,M,,83342864,B,216918.71
M5961810,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,30-01-2023,USER002,BPS,M,,75186191,A,458867.13
M6106988,TONER CARTRIDGE LASER — Var 11,3030214,TONER CARTRIDGE LASER,HALB,KG,18-12-2019,USER001,KLN,M,,92535898,C,27383.14
M1545449,IRON ORE FINES OPEN MARKET — Var 3,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,02-03-2021,USER010,BPS,M,,74376842,B,312132.91
M3816969,WELDING ELECTRODE E7018 — Var 2,3030215,WELDING ELECTRODE E7018,HALB,KG,10-03-2020,USER007,DOL,M,,81820945,B,67022.08
M3308935,FERRO CHROME HIGH CARBON — Var 8,1010013,FERRO CHROME HIGH CARBON,HALB,KG,10-09-2023,USER003,JSR,M,X,74989406,C,236188.26
M2804178,HOUSEKEEPING SERVICES MONTHLY — Var 7,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,24-03-2022,USER004,,M,,73129904,C,78675.22
M4967764,WELDING ELECTRODE E7018 — Var 10,3030215,WELDING ELECTRODE E7018,HALB,KG,13-05-2023,USER012,DOL,M,,77485032,C,377869.52
M8979389,PPE SAFETY BOOTS — Var 9,3030212,PPE SAFETY BOOTS,HALB,KG,11-07-2019,USER011,KLN,M,,77827095,B,362720.59
M8425803,GREASE INDUSTRIAL EP2 — Var 1,3030205,GREASE INDUSTRIAL EP2,HALB,KG,18-09-2023,USER009,ANG,M,,91013289,C,422634.78
M3448384,LUBRICATION OIL TURBINE — Var 2,3030206,LUBRICATION OIL TURBINE,HALB,KG,25-02-2019,USER005,,M,,87720298,C,139535.03
M3471564,MILL ROLL CHOCK ASSEMBLY — Var 5,2020113,MILL ROLL CHOCK ASSEMBLY,ROH,TON,08-07-2019,USER007,BPS,M,,78220588,A,234286.38
M2148922,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,07-04-2023,USER007,JSR,M,,81369282,B,299568.52
M9310366,HYDRAULIC OIL ISO 68 — Var 6,3030204,HYDRAULIC OIL ISO 68,HALB,KG,01-06-2023,USER006,BPS,M,,76544495,B,271955.03
M9727638,HYDRAULIC OIL ISO 68 — Var 3,3030204,HYDRAULIC OIL ISO 68,HALB,KG,04-11-2020,USER002,ANG,M,,80548509,C,294554.67
M8884678,SCRAP HEAVY MELT — Var 9,1010009,SCRAP HEAVY MELT,HALB,KG,11-10-2021,USER004,,M,,87299857,B,431795.4
M7608109,PELLET FEED IRON ORE — Var 8,1010008,PELLET FEED IRON ORE,ROH,TON,12-12-2023,USER010,VSP,M,,87212199,C,282649.1
M4072925,STATIONERY OFFICE SUPPLIES — Var 12,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-11-2022,USER006,JSR,M,,90675751,A,34605.14
M7586725,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,28-01-2021,USER002,,M,,74655929,C,122827.18
M4904421,COKING COAL IMPORTED AUS PREMIUM — Var 3,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,18-03-2021,USER002,,M,,75157048,C,333924.85
M4449126,PELLET FEED IRON ORE — Var 5,1010008,PELLET FEED IRON ORE,ROH,TON,14-11-2020,USER004,,M,,81539068,C,116612.92
M4534955,TRANSPORT INPLANT — Var 12,4040304,TRANSPORT INPLANT,ANLZ,EA,23-07-2022,USER006,,M,,90445149,B,269901.55
M4874140,SECURITY CONTRACT PLANT — Var 12,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,12-01-2024,USER003,JSR,M,,99368735,B,302367.8
M3517354,NITROGEN GAS LIQUID — Var 5,1010015,NITROGEN GAS LIQUID,HALB,KG,05-11-2020,USER003,,M,,83509200,B,481007.84
M8150540,HOUSEKEEPING SERVICES MONTHLY — Var 9,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,19-06-2019,USER004,DOL,M,,82665794,B,176878.65
