PR_Number,PR_Item,PR_Creation_Date,Plant,Purchase_Group,Material_Group,PR_Release_Date,PR_Requisitioner_Name,PR_Total_Value,Delivery_Date,PR_Approver
100013593,70,01-01-2025,BPS,P40-BPS,3030215,15-01-2025,User308,4562.4,21-02-2025,Approver4
100010446,70,11-10-2024,VSP,P60-VSP,3030205,31-10-2024,User296,7052.59,26-11-2024,Approver4
100009417,40,20-07-2025,BPS,P40-BPS,3030202,02-08-2025,User787,22676.81,14-08-2025,Approver13
100008138,30,28-02-2025,KLN,P01-CENTRAL,1010015,03-03-2025,User236,324204.29,21-03-2025,Approver18
100012788,60,03-02-2025,JSR,P11-JSR,3030213,06-02-2025,User254,905.62,01-03-2025,Approver9
100008637,50,13-07-2025,JSR,P02-CENTRAL,2020109,15-07-2025,User456,6393422.17,08-08-2025,Approver19
100010017,10,23-09-2025,KLN,P20-KLN,3030204,10-10-2025,User805,24221.55,03-12-2025,Approver11
100010098,10,10-08-2024,ANG,P30-ANG,3030204,21-08-2024,User643,13209.55,09-09-2024,Approver17
100007682,60,05-12-2025,VSP,P02-CENTRAL,1010011,07-12-2025,User127,544164.48,12-01-2026,Approver1
100012814,70,18-08-2024,BPS,P40-BPS,3030213,19-08-2024,User837,817.69,25-09-2024,Approver12
100014966,90,04-11-2025,KLN,P20-KLN,4040308,16-11-2025,User440,423232.88,31-12-2025,Approver5
100013453,20,22-12-2024,KLN,P20-KLN,3030215,23-12-2024,User701,5640.79,19-01-2025,Approver2
100011768,20,30-09-2025,KLN,P20-KLN,3030211,07-10-2025,User674,822.9,13-11-2025,Approver12
100015002,90,23-12-2024,KLN,P20-KLN,4040308,26-12-2024,User897,100852.16,17-02-2025,Approver11
100011276,50,14-08-2025,JSR,P10-JSR,3030208,19-08-2025,User781,22150.66,29-08-2025,Approver3
100012895,20,20-11-2024,KLN,P20-KLN,3030213,30-11-2024,User306,809.33,30-12-2024,Approver16
100007693,80,26-03-2025,ANG,P01-CENTRAL,1010012,20-04-2025,User460,487419.5,02-06-2025,Approver20
100013560,40,16-01-2025,JSR,P10-JSR,3030215,18-01-2025,User850,3294.5,13-02-2025,Approver4
100014146,10,05-11-2025,ANG,P30-ANG,4040301,08-11-2025,User398,799745.12,02-12-2025,Approver10
100009636,90,04-11-2024,KLN,P20-KLN,3030203,05-11-2024,User781,9728.99,10-12-2024,Approver15
100006373,90,24-08-2024,KLN,P01-CENTRAL,1010003,31-08-2024,User445,881101.86,04-10-2024,Approver2
100013863,90,04-06-2025,DOL,P50-DOL,3030216,15-06-2025,User998,26719.86,24-07-2025,Approver6
100012013,40,19-08-2024,KLN,P20-KLN,3030211,22-08-2024,User917,491.05,29-09-2024,Approver8
100011454,50,02-08-2025,ANG,P30-ANG,3030210,06-08-2025,User511,58840.43,01-09-2025,Approver8
100011922,10,16-12-2025,DOL,P50-DOL,3030211,22-12-2025,User691,845.06,11-01-2026,Approver17
100010883,20,19-07-2024,ANG,P30-ANG,3030206,20-07-2024,User664,38102.0,30-07-2024,Approver18
100010566,90,04-06-2025,KLN,P20-KLN,3030205,07-06-2025,User960,6448.7,25-06-2025,Approver15
100006141,10,23-06-2024,ANG,P01-CENTRAL,1010001,26-07-2024,User728,2109790.87,23-08-2024,Approver17
100010885,90,22-07-2025,DOL,P50-DOL,3030206,25-07-2025,User338,45313.86,10-09-2025,Approver17
100010420,50,06-10-2024,BPS,P40-BPS,3030205,07-10-2024,User385,5297.32,03-11-2024,Approver15
100014857,90,16-06-2025,ANG,P30-ANG,4040306,23-06-2025,User908,21836022.19,14-07-2025,Approver6
100014300,80,27-10-2025,ANG,P30-ANG,4040302,14-12-2025,User518,331248.13,14-01-2026,Approver3
100006715,70,03-04-2025,KLN,P01-CENTRAL,1010004,04-04-2025,User334,801908.57,08-05-2025,Approver7
100011924,50,25-06-2025,BPS,P40-BPS,3030211,28-06-2025,User566,1311.44,30-07-2025,Approver10
100012937,20,23-12-2024,JSR,P10-JSR,3030213,29-12-2024,User662,521.65,24-01-2025,Approver20
100012543,30,17-08-2025,ANG,P30-ANG,3030212,19-08-2025,User636,1745.06,14-09-2025,Approver6
100011244,50,16-10-2025,KLN,P20-KLN,3030208,17-10-2025,User231,21278.49,18-11-2025,Approver10
100009189,60,16-03-2025,KLN,P20-KLN,3030202,25-03-2025,User149,16890.81,08-05-2025,Approver8
100014614,50,12-11-2025,KLN,P20-KLN,4040304,23-11-2025,User550,188136.11,25-12-2025,Approver16
100010432,60,18-01-2025,ANG,P30-ANG,3030205,20-01-2025,User290,4997.58,07-02-2025,Approver17
100013184,50,03-11-2025,VSP,P60-VSP,3030214,12-11-2025,User537,4504.2,04-01-2026,Approver3
100012763,20,29-10-2025,ANG,P30-ANG,3030213,08-11-2025,User970,716.79,30-12-2025,Approver11
100006407,50,10-12-2025,KLN,P02-CENTRAL,1010003,24-12-2025,User254,1829580.2,12-01-2026,Approver11
100006021,50,17-05-2025,ANG,P01-CENTRAL,1010001,23-05-2025,User571,3872777.65,15-06-2025,Approver4
100007005,70,16-07-2025,DOL,P02-CENTRAL,1010006,19-07-2025,User642,142568.74,28-08-2025,Approver4
100013202,50,19-02-2025,BPS,P40-BPS,3030214,20-02-2025,User764,10149.44,04-04-2025,Approver5
100010987,60,24-05-2025,JSR,P11-JSR,3030207,27-05-2025,User366,47104.35,17-06-2025,Approver12
100008412,70,04-09-2024,BPS,P01-CENTRAL,2020105,07-09-2024,User362,1633852.21,27-09-2024,Approver8
100008546,60,21-09-2025,BPS,P01-CENTRAL,2020108,23-09-2025,User429,229193.26,07-10-2025,Approver2
100013672,70,05-09-2025,BPS,P40-BPS,3030215,21-09-2025,User733,2790.3,01-10-2025,Approver11
100008391,50,03-10-2025,KLN,P01-CENTRAL,2020104,04-10-2025,User190,3042999.27,26-10-2025,Approver16
100014204,30,26-05-2025,VSP,P60-VSP,4040301,30-05-2025,User751,367056.5,20-06-2025,Approver5
100006043,10,13-06-2025,VSP,P02-CENTRAL,1010001,29-06-2025,User541,1266482.47,03-08-2025,Approver6
100008831,40,08-07-2024,VSP,P60-VSP,3030201,13-08-2024,User166,28669.13,25-09-2024,Approver18
100011860,90,12-11-2024,VSP,P60-VSP,3030211,16-11-2024,User850,1408.32,18-12-2024,Approver13
100009372,40,16-04-2025,DOL,P50-DOL,3030202,23-04-2025,User680,14273.8,29-05-2025,Approver6
100009023,80,07-10-2024,KLN,P20-KLN,3030201,22-10-2024,User697,34111.96,03-11-2024,Approver7
100009365,90,04-01-2025,VSP,P60-VSP,3030202,10-01-2025,User761,24576.33,01-03-2025,Approver5
100010400,90,20-09-2024,VSP,P60-VSP,3030205,22-09-2024,User693,8080.71,27-10-2024,Approver13
100011253,60,29-06-2025,BPS,P40-BPS,3030208,01-07-2025,User130,25403.95,05-08-2025,Approver19
100006012,80,08-07-2024,VSP,P02-CENTRAL,1010001,16-07-2024,User827,30920.28,27-07-2024,Approver4
100010761,10,18-10-2025,ANG,P30-ANG,3030206,27-10-2025,User180,17413.32,15-11-2025,Approver15
100007178,80,27-11-2024,VSP,P01-CENTRAL,1010008,28-11-2024,User787,656699.86,03-01-2025,Approver2
100012773,60,19-03-2025,VSP,P60-VSP,3030213,22-03-2025,User668,387.64,29-04-2025,Approver11
100007948,40,15-08-2024,VSP,P01-CENTRAL,1010014,25-08-2024,User905,428514.69,22-09-2024,Approver15
100008502,70,20-06-2025,ANG,P02-CENTRAL,2020107,30-06-2025,User218,1314369.35,20-07-2025,Approver9
100014532,20,13-11-2024,BPS,P40-BPS,4040303,14-11-2024,User260,393487.32,26-12-2024,Approver2
100008864,40,23-09-2024,DOL,P50-DOL,3030201,07-10-2024,User266,20862.69,23-11-2024,Approver11
100013764,30,16-08-2025,ANG,P30-ANG,3030215,19-08-2025,User728,2116.68,03-09-2025,Approver18
100009866,40,10-10-2025,VSP,P60-VSP,3030203,11-10-2025,User909,15625.67,21-11-2025,Approver17
100012229,10,08-03-2025,DOL,P50-DOL,3030212,09-03-2025,User359,2486.8,22-04-2025,Approver17
100007027,70,26-07-2025,VSP,P01-CENTRAL,1010006,01-08-2025,User110,397565.66,20-08-2025,Approver6
100009849,90,17-09-2025,VSP,P60-VSP,3030203,26-09-2025,User770,5916.89,04-10-2025,Approver6
100008990,90,14-11-2024,DOL,P50-DOL,3030201,15-11-2024,User367,19784.58,29-11-2024,Approver7
100006962,30,12-11-2025,JSR,P02-CENTRAL,1010006,18-11-2025,User829,231589.32,13-12-2025,Approver6
100008890,50,19-11-2025,VSP,P60-VSP,3030201,23-11-2025,User952,15566.55,24-12-2025,Approver14
100009016,70,26-06-2025,ANG,P30-ANG,3030201,03-07-2025,User811,15975.21,17-08-2025,Approver20
100013011,40,27-05-2025,VSP,P60-VSP,3030213,12-06-2025,User852,737.79,28-06-2025,Approver1
100009339,40,24-06-2025,BPS,P40-BPS,3030202,25-06-2025,User219,21279.91,11-08-2025,Approver11
100012106,60,14-12-2024,DOL,P50-DOL,3030211,01-01-2025,User760,778.31,23-01-2025,Approver5
100012246,60,24-12-2024,BPS,P40-BPS,3030212,26-12-2024,User721,1791.1,13-01-2025,Approver17
100013542,80,29-10-2024,ANG,P30-ANG,3030215,01-11-2024,User361,6229.13,10-11-2024,Approver15
100012435,80,02-03-2025,BPS,P40-BPS,3030212,12-03-2025,User342,3134.46,28-03-2025,Approver14
100013248,20,18-02-2025,ANG,P30-ANG,3030214,19-02-2025,User929,4134.07,01-04-2025,Approver6
100006736,80,15-12-2024,DOL,P01-CENTRAL,1010004,19-12-2024,User140,735253.52,01-01-2025,Approver3
100010401,90,05-06-2025,ANG,P30-ANG,3030205,07-06-2025,User473,7748.58,20-07-2025,Approver17
100007441,20,06-09-2025,VSP,P02-CENTRAL,1010009,08-09-2025,User890,925709.28,24-09-2025,Approver15
100014962,90,15-11-2025,VSP,P60-VSP,4040308,23-11-2025,User697,278912.25,28-12-2025,Approver5
100014772,50,14-07-2024,JSR,P10-JSR,4040304,19-07-2024,User561,224102.98,17-08-2024,Approver8
100008876,40,04-06-2025,ANG,P30-ANG,3030201,09-06-2025,User851,19099.49,19-07-2025,Approver2
100009987,90,19-03-2025,KLN,P20-KLN,3030203,24-03-2025,User711,8304.16,11-04-2025,Approver19
100006917,30,20-12-2024,DOL,P01-CENTRAL,1010005,10-01-2025,User211,126333.79,31-01-2025,Approver17
100014362,30,29-10-2025,BPS,P40-BPS,4040302,10-11-2025,User664,116244.09,07-12-2025,Approver1
100013981,90,11-11-2024,BPS,P40-BPS,3030216,13-11-2024,User234,26480.78,04-12-2024,Approver9
100010090,10,03-09-2024,BPS,P40-BPS,3030204,20-09-2024,User634,14918.12,26-10-2024,Approver11
100014815,60,26-04-2025,JSR,P10-JSR,4040304,28-04-2025,User900,178857.16,23-05-2025,Approver18
100015142,30,19-03-2025,VSP,P02-CENTRAL,5050401,27-03-2025,User989,14508017.72,12-05-2025,Approver8
100008773,30,09-08-2024,KLN,P20-KLN,3030201,13-08-2024,User119,28471.25,28-08-2024,Approver6
100007625,70,03-04-2025,ANG,P01-CENTRAL,1010011,04-04-2025,User686,392677.96,07-05-2025,Approver6
100014105,20,14-06-2025,BPS,P40-BPS,4040301,19-06-2025,User380,622879.85,01-07-2025,Approver14
100006822,50,26-01-2025,DOL,P01-CENTRAL,1010005,27-01-2025,User232,171742.44,13-03-2025,Approver5
100007368,10,24-11-2025,BPS,P02-CENTRAL,1010009,27-11-2025,User475,902737.42,10-01-2026,Approver14
100009713,20,17-09-2024,VSP,P60-VSP,3030203,20-09-2024,User722,9628.33,27-10-2024,Approver9
100015061,10,14-06-2025,ANG,P30-ANG,4040308,17-06-2025,User211,200635.69,26-07-2025,Approver19
100007389,30,12-09-2025,JSR,P02-CENTRAL,1010009,15-09-2025,User200,784041.1,30-10-2025,Approver1
100006851,80,07-07-2024,VSP,P01-CENTRAL,1010005,10-07-2024,User732,306741.52,28-07-2024,Approver7
100007001,10,30-06-2024,VSP,P01-CENTRAL,1010006,08-07-2024,User741,174220.5,09-08-2024,Approver2
100013607,70,02-12-2025,DOL,P50-DOL,3030215,05-12-2025,User400,2040.31,18-01-2026,Approver14
100013614,50,25-11-2025,VSP,P60-VSP,3030215,30-11-2025,User429,4629.99,28-12-2025,Approver11
100010115,70,21-07-2025,VSP,P60-VSP,3030204,22-07-2025,User961,9361.77,26-09-2025,Approver7
100007638,10,08-10-2024,JSR,P01-CENTRAL,1010011,11-10-2024,User951,476724.02,16-11-2024,Approver5
100007668,50,10-01-2025,JSR,P02-CENTRAL,1010011,16-01-2025,User249,565344.76,01-03-2025,Approver1
100010590,50,28-03-2025,JSR,P10-JSR,3030205,31-03-2025,User343,5449.94,30-04-2025,Approver3
100009174,70,04-10-2025,VSP,P60-VSP,3030202,08-10-2025,User468,30324.31,16-11-2025,Approver19
100013789,30,15-02-2025,JSR,P10-JSR,3030215,18-02-2025,User507,1807.09,26-03-2025,Approver20
100007348,70,06-06-2025,VSP,P01-CENTRAL,1010009,07-06-2025,User144,913125.03,15-07-2025,Approver10
100014644,40,26-03-2025,BPS,P40-BPS,4040304,02-04-2025,User751,298609.18,26-04-2025,Approver7
100013987,60,18-06-2024,JSR,P11-JSR,3030216,29-06-2024,User410,88423.97,29-08-2024,Approver2
100009231,30,27-05-2025,KLN,P20-KLN,3030202,31-05-2025,User811,38200.59,14-07-2025,Approver1
100013465,70,16-01-2025,KLN,P20-KLN,3030215,19-01-2025,User330,2224.88,01-03-2025,Approver17
100013223,50,24-06-2025,KLN,P20-KLN,3030214,26-06-2025,User150,3081.14,26-07-2025,Approver10
100013867,60,01-05-2025,JSR,P10-JSR,3030216,02-05-2025,User184,49688.63,06-07-2025,Approver20
100015084,80,27-12-2024,VSP,P60-VSP,4040308,29-12-2024,User311,338433.15,24-01-2025,Approver13
100010784,50,15-07-2025,BPS,P40-BPS,3030206,17-07-2025,User377,42327.84,23-08-2025,Approver3
100013992,60,19-10-2025,BPS,P40-BPS,3030216,07-11-2025,User934,67803.9,17-12-2025,Approver20
100009233,90,14-08-2025,KLN,P20-KLN,3030202,18-08-2025,User426,20417.98,11-09-2025,Approver16
100011705,30,02-10-2025,KLN,P20-KLN,3030211,13-10-2025,User334,1878.5,21-11-2025,Approver15
100014863,70,01-11-2024,KLN,P20-KLN,4040306,03-11-2024,User215,12128715.09,03-01-2025,Approver9
100006704,50,17-07-2025,ANG,P01-CENTRAL,1010004,21-07-2025,User482,799923.85,02-08-2025,Approver10
100011106,50,01-09-2024,DOL,P50-DOL,3030208,02-09-2024,User953,28050.58,15-10-2024,Approver11
100014154,70,07-08-2024,DOL,P50-DOL,4040301,23-08-2024,User881,715480.95,22-09-2024,Approver8
100009292,20,06-02-2025,KLN,P20-KLN,3030202,11-02-2025,User524,31158.26,05-03-2025,Approver15
100009674,70,05-10-2024,VSP,P60-VSP,3030203,11-10-2024,User325,12399.76,11-11-2024,Approver4
100008409,30,10-09-2025,ANG,P01-CENTRAL,2020105,14-09-2025,User989,1775512.8,22-10-2025,Approver18
100014809,50,16-12-2024,VSP,P60-VSP,4040304,23-12-2024,User519,326255.09,12-01-2025,Approver4
100007328,50,23-01-2025,BPS,P02-CENTRAL,1010009,16-02-2025,User551,1257497.94,08-03-2025,Approver3
100014855,50,17-08-2024,JSR,P10-JSR,4040305,28-08-2024,User340,9205761.18,01-10-2024,Approver12
100011774,40,28-01-2025,KLN,P20-KLN,3030211,07-02-2025,User840,1446.06,01-03-2025,Approver5
100012096,50,23-02-2025,DOL,P50-DOL,3030211,18-03-2025,User154,981.76,07-05-2025,Approver12
100011407,40,03-05-2025,BPS,P40-BPS,3030209,20-05-2025,User460,126254.07,14-07-2025,Approver10
100014289,50,07-03-2025,JSR,P11-JSR,4040302,10-03-2025,User573,181762.22,03-04-2025,Approver20
100013496,90,14-10-2024,JSR,P11-JSR,3030215,15-10-2024,User640,4305.47,04-11-2024,Approver7
100012084,60,20-10-2025,VSP,P60-VSP,3030211,31-10-2025,User730,613.93,22-12-2025,Approver6
100010910,70,19-11-2025,BPS,P40-BPS,3030206,04-12-2025,User486,18442.83,08-01-2026,Approver4
100010441,20,01-11-2025,BPS,P40-BPS,3030205,03-11-2025,User364,13788.96,23-11-2025,Approver11
100007864,50,30-12-2024,VSP,P01-CENTRAL,1010014,31-12-2024,User984,744747.55,26-02-2025,Approver3
100006987,80,17-05-2025,VSP,P02-CENTRAL,1010006,30-05-2025,User639,310990.23,24-06-2025,Approver8
100014122,20,26-08-2025,ANG,P30-ANG,4040301,01-09-2025,User197,287738.54,18-10-2025,Approver2
100009953,10,29-09-2024,ANG,P30-ANG,3030203,11-10-2024,User712,14736.75,24-11-2024,Approver9
100014074,40,29-04-2025,DOL,P50-DOL,4040301,02-05-2025,User249,233918.98,09-06-2025,Approver3
100014489,70,30-07-2025,BPS,P40-BPS,4040302,16-08-2025,User553,105145.01,26-09-2025,Approver17
100014328,10,24-11-2024,VSP,P60-VSP,4040302,29-11-2024,User807,330833.86,27-12-2024,Approver5
100010050,30,07-01-2025,KLN,P20-KLN,3030204,11-01-2025,User513,23825.06,03-02-2025,Approver11
100012258,20,13-01-2025,JSR,P10-JSR,3030212,19-01-2025,User247,2005.36,05-03-2025,Approver16
100009486,80,13-10-2024,BPS,P40-BPS,3030202,20-10-2024,User266,13652.27,03-12-2024,Approver15
100012090,90,01-05-2025,KLN,P20-KLN,3030211,23-05-2025,User266,620.38,11-06-2025,Approver4
100008475,10,18-05-2025,JSR,P01-CENTRAL,2020106,19-05-2025,User899,665278.09,02-07-2025,Approver11
100011239,10,28-03-2025,BPS,P40-BPS,3030208,29-03-2025,User611,18141.72,17-04-2025,Approver16
100012455,40,20-11-2025,ANG,P30-ANG,3030212,04-12-2025,User611,2906.48,03-01-2026,Approver16
100009874,70,09-07-2025,VSP,P60-VSP,3030203,12-07-2025,User493,9102.29,22-08-2025,Approver1
100007199,70,09-07-2024,ANG,P01-CENTRAL,1010008,19-07-2024,User174,10557.61,05-09-2024,Approver13
100010182,90,24-01-2025,ANG,P30-ANG,3030204,06-02-2025,User215,8317.41,24-02-2025,Approver12
100007519,80,12-12-2024,ANG,P02-CENTRAL,1010010,18-12-2024,User774,644317.68,05-02-2025,Approver20
100014726,80,06-07-2024,VSP,P60-VSP,4040304,07-07-2024,User243,399753.73,25-07-2024,Approver7
100011478,10,25-07-2024,VSP,P60-VSP,3030210,31-07-2024,User126,35420.65,22-08-2024,Approver10
100012813,80,07-10-2025,KLN,P20-KLN,3030213,20-10-2025,User296,1858.91,30-11-2025,Approver7
100007800,80,03-07-2024,ANG,P01-CENTRAL,1010013,04-07-2024,User942,809385.88,21-08-2024,Approver7
100007015,80,28-09-2024,JSR,P02-CENTRAL,1010006,05-10-2024,User491,156333.52,11-11-2024,Approver11
100006129,70,31-05-2025,KLN,P01-CENTRAL,1010001,07-06-2025,User325,1848887.92,28-06-2025,Approver9
100007365,80,12-10-2025,VSP,P01-CENTRAL,1010009,19-10-2025,User557,1050456.88,19-11-2025,Approver13
100013877,60,13-11-2024,BPS,P40-BPS,3030216,23-11-2024,User411,41148.38,16-01-2025,Approver11
100013176,20,20-04-2025,VSP,P60-VSP,3030214,25-04-2025,User519,4428.63,20-06-2025,Approver6
100010471,90,01-08-2024,ANG,P30-ANG,3030205,02-08-2024,User376,6224.39,20-09-2024,Approver5
100006892,20,08-05-2025,VSP,P02-CENTRAL,1010005,12-05-2025,User833,280286.84,09-06-2025,Approver4
100008794,40,13-08-2024,BPS,P40-BPS,3030201,18-08-2024,User604,41229.81,16-10-2024,Approver2
100007970,70,09-07-2024,VSP,P02-CENTRAL,1010014,10-07-2024,User708,724198.13,24-08-2024,Approver17
100011456,40,09-10-2025,ANG,P30-ANG,3030210,11-10-2025,User346,27508.28,22-11-2025,Approver10
100010404,60,11-05-2025,VSP,P60-VSP,3030205,13-05-2025,User182,8486.1,03-06-2025,Approver9
100011758,70,21-11-2024,VSP,P60-VSP,3030211,22-11-2024,User252,1180.61,13-12-2024,Approver7
100012528,70,25-11-2024,JSR,P11-JSR,3030212,01-12-2024,User963,8367.78,16-12-2024,Approver7
100012295,70,06-10-2024,JSR,P11-JSR,3030212,13-10-2024,User542,3798.58,01-12-2024,Approver15
100009924,40,23-07-2024,ANG,P30-ANG,3030203,31-07-2024,User377,9426.0,18-08-2024,Approver8
100011414,30,23-01-2025,BPS,P40-BPS,3030209,02-02-2025,User616,67682.74,11-03-2025,Approver5
100014478,80,29-11-2024,VSP,P60-VSP,4040302,03-12-2024,User993,176747.18,07-01-2025,Approver11
100009250,40,23-07-2024,BPS,P40-BPS,3030202,09-08-2024,User484,19868.17,21-09-2024,Approver3
100012571,50,10-11-2025,KLN,P20-KLN,3030212,11-11-2025,User139,2769.18,02-12-2025,Approver14
100012639,70,07-07-2024,BPS,P40-BPS,3030213,08-07-2024,User600,680.11,26-07-2024,Approver9
100014429,40,19-08-2025,ANG,P30-ANG,4040302,27-09-2025,User919,137547.03,22-10-2025,Approver8
100007209,60,16-12-2024,DOL,P02-CENTRAL,1010008,17-12-2024,User709,581491.47,17-01-2025,Approver19
100009869,30,30-09-2024,VSP,P60-VSP,3030203,01-10-2024,User107,2762.56,29-10-2024,Approver5
100014688,70,01-08-2024,JSR,P11-JSR,4040304,02-08-2024,User910,224847.26,16-09-2024,Approver20
100010066,70,01-10-2025,BPS,P40-BPS,3030204,13-10-2025,User757,14173.88,06-11-2025,Approver12
100014459,60,13-10-2024,JSR,P11-JSR,4040302,14-10-2024,User709,188652.7,05-11-2024,Approver19
100013763,50,03-10-2025,BPS,P40-BPS,3030215,13-10-2025,User532,3098.76,10-12-2025,Approver19
100007240,50,16-02-2025,VSP,P02-CENTRAL,1010008,18-02-2025,User377,1076167.59,07-04-2025,Approver17
100008290,30,30-09-2025,VSP,P02-CENTRAL,2020102,09-10-2025,User691,354712.32,05-11-2025,Approver14
100008741,80,21-11-2025,KLN,P20-KLN,3030201,22-11-2025,User302,10785.98,29-12-2025,Approver18
100006276,60,16-06-2025,ANG,P02-CENTRAL,1010002,22-06-2025,User256,1385964.64,01-08-2025,Approver20
100010586,80,02-03-2025,ANG,P30-ANG,3030205,03-03-2025,User257,4048.86,04-04-2025,Approver3
100007036,70,21-07-2025,VSP,P02-CENTRAL,1010006,24-07-2025,User960,205566.68,02-09-2025,Approver5
100007230,20,15-05-2025,ANG,P02-CENTRAL,1010008,03-06-2025,User173,866761.42,02-07-2025,Approver2
100012835,40,03-06-2024,KLN,P20-KLN,3030213,18-06-2024,User976,1014.86,03-08-2024,Approver10
100007009,30,12-12-2024,JSR,P02-CENTRAL,1010006,13-12-2024,User172,209904.26,07-01-2025,Approver15
100011281,80,31-07-2024,DOL,P50-DOL,3030208,03-08-2024,User742,24267.29,22-08-2024,Approver18
100014243,10,25-01-2025,JSR,P10-JSR,4040301,31-01-2025,User477,1106872.75,21-02-2025,Approver6
100011179,70,15-06-2025,JSR,P10-JSR,3030208,16-06-2025,User743,29729.82,07-07-2025,Approver2
100009829,10,18-02-2025,KLN,P20-KLN,3030203,25-02-2025,User211,13339.14,03-04-2025,Approver14
100008533,90,06-09-2025,ANG,P02-CENTRAL,2020107,07-09-2025,User976,385737.16,16-09-2025,Approver18
100010294,30,23-04-2025,DOL,P50-DOL,3030204,27-04-2025,User632,6630.66,22-05-2025,Approver18
100007059,30,18-06-2025,KLN,P01-CENTRAL,1010007,23-06-2025,User572,108144.19,08-07-2025,Approver6
100012263,20,21-11-2024,BPS,P40-BPS,3030212,25-11-2024,User259,3349.13,04-12-2024,Approver12
100013169,20,06-12-2024,DOL,P50-DOL,3030214,07-12-2024,User400,9071.07,30-12-2024,Approver17
100013603,20,24-11-2024,JSR,P11-JSR,3030215,27-11-2024,User599,3245.42,13-01-2025,Approver9
100006282,20,09-04-2025,ANG,P02-CENTRAL,1010002,22-04-2025,User334,1610767.62,25-05-2025,Approver9
100007044,50,01-07-2025,JSR,P02-CENTRAL,1010006,02-07-2025,User527,281765.5,27-08-2025,Approver20
100007317,10,11-12-2024,BPS,P01-CENTRAL,1010009,24-12-2024,User233,1423726.66,13-02-2025,Approver3
100012655,60,24-11-2024,KLN,P20-KLN,3030213,01-12-2024,User618,343.83,02-01-2025,Approver1
100006969,30,22-07-2025,DOL,P02-CENTRAL,1010006,24-07-2025,User886,331090.01,03-09-2025,Approver6
100008382,90,02-09-2024,BPS,P02-CENTRAL,2020104,04-09-2024,User486,3453040.09,20-10-2024,Approver8
100014160,80,15-07-2024,KLN,P20-KLN,4040301,21-07-2024,User677,373563.27,04-08-2024,Approver3
100007940,50,06-03-2025,VSP,P02-CENTRAL,1010014,25-03-2025,User549,847756.35,11-05-2025,Approver5
100013364,40,27-01-2025,VSP,P60-VSP,3030214,28-01-2025,User163,4671.44,24-02-2025,Approver12
100007275,60,16-08-2025,VSP,P01-CENTRAL,1010008,18-08-2025,User843,1153490.12,22-09-2025,Approver8
100006620,10,08-11-2024,BPS,P02-CENTRAL,1010004,20-11-2024,User544,1554255.04,04-12-2024,Approver20
100013444,50,22-11-2025,BPS,P40-BPS,3030214,27-11-2025,User927,3924.08,03-01-2026,Approver16
100007743,30,06-11-2025,BPS,P01-CENTRAL,1010012,10-11-2025,User150,344128.02,13-12-2025,Approver15
100007391,30,03-09-2025,VSP,P01-CENTRAL,1010009,06-09-2025,User125,2656461.85,02-10-2025,Approver18
100008204,70,10-03-2025,JSR,P01-CENTRAL,2020101,22-03-2025,User419,526232.08,09-05-2025,Approver13
100011944,80,27-12-2024,DOL,P50-DOL,3030211,29-12-2024,User325,564.63,08-02-2025,Approver4
100007580,60,31-01-2025,VSP,P01-CENTRAL,1010010,06-02-2025,User919,626759.56,23-02-2025,Approver5
100007656,30,24-07-2025,VSP,P01-CENTRAL,1010011,27-07-2025,User297,340038.14,11-08-2025,Approver7
100009569,70,24-08-2025,ANG,P30-ANG,3030203,26-08-2025,User555,11923.56,04-10-2025,Approver4
100008353,30,12-07-2024,BPS,P02-CENTRAL,2020103,23-07-2024,User503,285543.46,02-09-2024,Approver3
100008213,10,09-09-2025,BPS,P02-CENTRAL,2020101,13-09-2025,User498,472009.63,07-10-2025,Approver11
100012117,10,14-11-2025,VSP,P60-VSP,3030211,16-11-2025,User555,1115.55,08-12-2025,Approver9
100015170,60,08-03-2025,DOL,P01-CENTRAL,5050403,17-03-2025,User555,19828156.26,06-04-2025,Approver6
100012053,90,13-09-2024,DOL,P50-DOL,3030211,10-10-2024,User815,1680.62,25-10-2024,Approver8
100009179,80,24-03-2025,KLN,P20-KLN,3030202,26-03-2025,User698,26300.41,24-05-2025,Approver18
100009193,90,06-04-2025,VSP,P60-VSP,3030202,07-04-2025,User133,24632.7,16-05-2025,Approver5
100007308,80,02-10-2024,VSP,P01-CENTRAL,1010009,16-10-2024,User671,1445783.78,05-11-2024,Approver1
100012100,10,18-09-2024,VSP,P60-VSP,3030211,22-09-2024,User341,864.8,10-10-2024,Approver20
100013030,70,21-02-2025,JSR,P10-JSR,3030213,23-02-2025,User270,859.76,28-03-2025,Approver13
100006576,30,07-04-2025,DOL,P01-CENTRAL,1010004,09-04-2025,User259,1673976.64,23-05-2025,Approver17
100008361,90,24-09-2025,ANG,P02-CENTRAL,2020104,02-10-2025,User864,2297478.93,25-10-2025,Approver13
100012657,30,11-11-2025,ANG,P30-ANG,3030213,19-11-2025,User340,1026.86,03-12-2025,Approver6
100013116,40,29-10-2024,ANG,P30-ANG,3030213,11-11-2024,User247,961.84,29-12-2024,Approver6
100011803,40,05-12-2025,VSP,P60-VSP,3030211,07-12-2025,User781,1529.94,26-12-2025,Approver3
100014004,20,07-08-2025,DOL,P50-DOL,3030216,14-08-2025,User912,60318.77,09-09-2025,Approver13
